每周学习时长（小时）,专业,性别,期中考试分数,期末考试分数,上课出勤率
19.11,工商管理,女,71.56,79.33,99.0
39.2,人工智能,女,55.22,60.89,75.0
23.11,财务管理,男,80.7,80.2,94.0
24.01,工商管理,男,72.42,76.8,85.0
33.41,电子商务,女,55.45,63.23,76.0
25.38,电子商务,女,58.94,76.01,65.0
23.45,电子商务,男,81.79,75.65,96.0
30.47,财务管理,女,61.56,70.99,93.0
20.12,财务管理,女,69.63,72.06,97.0
28.54,工商管理,男,77.91,63.73,82.0
25.41,财务管理,女,98.36,96.26,96.0
24.69,财务管理,女,64.28,66.22,98.0
23.03,人工智能,女,78.51,73.14,83.0
14.07,人工智能,男,89.1,78.11,72.0
10.94,电子商务,女,64.77,79.43,95.0
18.49,电子商务,男,100.0,75.0,66.0
5.16,电子商务,女,66.58,56.68,71.0
20.73,电子商务,女,65.62,77.6,82.0
35.56,人工智能,女,68.52,83.46,90.0
15.44,电子商务,男,67.61,70.47,68.0
13.13,财务管理,女,89.44,66.68,64.0
23.56,大数据管理,女,88.27,75.87,72.0
28.2,工商管理,男,61.44,71.39,90.0
29.11,大数据管理,女,97.35,82.97,77.0
22.3,电子商务,女,60.27,52.46,62.0
5.0,人工智能,男,67.91,59.67,99.0
27.71,大数据管理,女,88.42,89.22,66.0
7.66,电子商务,女,94.15,79.02,93.0
20.63,人工智能,女,85.69,86.88,75.0
14.36,财务管理,男,92.51,83.42,96.0
17.81,电子商务,女,86.49,69.39,73.0
25.13,工商管理,女,66.9,83.52,98.0
21.82,人工智能,女,64.98,69.27,91.0
16.09,电子商务,男,54.57,63.98,64.0
24.37,电子商务,男,57.88,57.69,85.0
5.0,大数据管理,女,84.11,77.84,77.0
14.65,工商管理,男,63.34,73.65,94.0
17.12,人工智能,男,72.56,76.57,96.0
10.13,工商管理,男,96.64,71.64,77.0
16.42,电子商务,女,95.39,83.08,96.0
19.34,大数据管理,女,51.48,63.6,70.0
34.98,人工智能,女,62.58,76.7,81.0
14.92,工商管理,女,63.69,69.61,73.0
29.13,财务管理,女,71.86,80.62,63.0
19.22,工商管理,女,52.45,57.19,95.0
30.04,大数据管理,女,87.7,72.3,61.0
14.74,财务管理,女,71.38,67.4,88.0
19.06,工商管理,男,80.12,72.03,72.0
24.09,人工智能,女,73.85,80.05,68.0
15.16,财务管理,女,84.1,65.4,76.0
18.39,大数据管理,女,95.89,91.39,83.0
40.0,工商管理,男,83.35,90.95,70.0
19.58,财务管理,女,56.96,64.49,77.0
5.0,电子商务,男,92.01,72.53,63.0
13.98,工商管理,女,77.1,62.07,65.0
34.5,财务管理,女,80.67,78.76,83.0
17.47,工商管理,男,68.28,65.62,74.0
22.61,财务管理,女,73.59,87.4,98.0
22.82,大数据管理,女,95.95,79.49,61.0
28.32,财务管理,女,70.97,64.14,69.0
24.0,财务管理,男,100.0,86.23,67.0
24.76,工商管理,女,62.02,75.99,85.0
24.01,财务管理,男,49.88,60.13,67.0
9.52,人工智能,男,82.72,84.89,85.0
9.69,工商管理,男,79.65,72.02,65.0
13.58,人工智能,女,83.38,63.15,82.0
33.47,财务管理,女,66.5,70.67,63.0
16.48,电子商务,男,69.05,71.59,88.0
32.65,大数据管理,男,72.87,70.13,96.0
21.7,财务管理,女,100.0,89.49,79.0
13.43,电子商务,女,46.43,36.01,63.0
5.0,电子商务,男,94.55,80.26,64.0
13.78,电子商务,男,75.66,76.38,89.0
22.19,电子商务,男,49.01,65.64,82.0
10.43,财务管理,男,71.88,57.45,63.0
29.19,财务管理,女,82.44,79.57,60.0
8.55,财务管理,男,70.83,63.16,98.0
5.0,人工智能,女,51.94,43.24,80.0
24.21,电子商务,男,78.27,72.72,79.0
20.79,人工智能,女,95.49,88.91,69.0
10.69,工商管理,男,63.8,57.51,62.0
17.96,财务管理,男,58.15,74.36,89.0
7.24,工商管理,女,67.62,68.83,76.0
9.98,工商管理,男,63.28,65.0,66.0
12.71,电子商务,女,71.84,51.4,67.0
24.0,人工智能,女,86.81,73.61,61.0
22.45,人工智能,男,79.94,71.06,95.0
16.01,人工智能,男,85.35,77.46,99.0
34.64,电子商务,男,91.02,81.38,63.0
7.67,工商管理,男,47.88,52.21,93.0
36.16,工商管理,男,65.37,83.43,98.0
23.62,工商管理,女,71.99,74.03,80.0
18.66,财务管理,男,47.07,68.36,98.0
24.37,电子商务,女,74.07,60.49,61.0
18.15,大数据管理,男,97.0,80.77,69.0
5.0,人工智能,女,56.95,63.13,79.0
22.27,工商管理,男,100.0,96.52,62.0
27.18,财务管理,男,100.0,75.0,67.0
30.1,工商管理,女,75.36,75.76,98.0
22.95,财务管理,女,74.27,83.06,87.0
14.16,电子商务,女,83.02,72.14,69.0
14.34,财务管理,男,56.89,53.55,84.0
24.79,电子商务,女,66.81,55.88,70.0
13.83,财务管理,男,74.4,63.03,100.0
5.0,工商管理,女,67.38,42.38,64.0
11.9,人工智能,男,86.4,75.57,83.0
10.6,大数据管理,男,83.63,78.42,77.0
16.27,财务管理,男,36.59,38.78,73.0
13.41,财务管理,男,73.08,67.29,67.0
22.94,人工智能,女,43.2,68.2,96.0
29.61,大数据管理,男,66.86,73.84,93.0
21.01,工商管理,女,87.29,65.35,66.0
21.47,大数据管理,男,71.63,77.19,88.0
15.59,电子商务,男,71.04,67.79,83.0
29.32,大数据管理,男,73.9,76.91,84.0
29.18,工商管理,女,77.83,73.43,60.0
31.3,人工智能,女,68.55,72.22,64.0
25.53,电子商务,男,78.23,80.0,64.0
22.03,人工智能,男,76.8,93.03,77.0
14.25,财务管理,女,86.13,76.11,81.0
14.52,电子商务,男,98.93,95.59,89.0
30.99,大数据管理,女,80.61,82.67,73.0
31.78,人工智能,女,96.57,86.58,79.0
11.75,电子商务,男,80.95,69.94,71.0
29.4,电子商务,女,77.02,67.89,83.0
26.86,工商管理,男,71.43,77.8,91.0
24.22,人工智能,男,77.72,59.81,64.0
26.97,大数据管理,男,65.56,67.34,92.0
33.52,工商管理,女,66.74,78.19,87.0
27.08,人工智能,女,95.69,96.31,85.0
21.06,电子商务,男,44.94,69.94,87.0
26.15,人工智能,女,80.28,76.92,99.0
16.87,财务管理,女,75.07,71.75,87.0
19.27,财务管理,女,75.67,79.31,76.0
13.99,财务管理,男,82.42,61.18,76.0
15.8,大数据管理,女,53.5,66.51,90.0
10.32,大数据管理,女,88.96,64.19,72.0
24.66,电子商务,女,100.0,82.34,71.0
11.94,财务管理,女,70.37,59.94,79.0
19.85,工商管理,男,76.73,78.51,85.0
24.59,电子商务,女,83.89,86.09,90.0
15.81,人工智能,女,78.57,79.79,70.0
14.91,大数据管理,女,93.98,79.04,63.0
23.45,大数据管理,女,61.65,68.73,71.0
9.01,人工智能,女,52.07,71.75,68.0
13.47,工商管理,女,81.3,58.63,81.0
21.4,工商管理,女,81.45,93.14,90.0
13.7,财务管理,女,76.82,71.81,95.0
13.17,财务管理,女,63.1,67.3,69.0
12.24,财务管理,男,57.87,57.22,72.0
6.04,人工智能,女,85.45,60.59,73.0
19.59,人工智能,女,100.0,90.25,82.0
6.43,工商管理,女,95.07,85.64,74.0
16.94,工商管理,男,91.03,79.99,70.0
28.07,大数据管理,女,57.75,64.74,80.0
8.24,财务管理,男,75.92,100.0,77.0
9.96,财务管理,女,53.05,63.3,68.0
20.79,财务管理,女,82.76,80.68,65.0
9.0,财务管理,女,63.38,54.78,63.0
12.71,大数据管理,女,76.12,60.14,69.0
15.89,人工智能,女,100.0,81.09,97.0
30.56,电子商务,男,73.97,84.92,91.0
27.65,财务管理,男,80.98,70.48,73.0
19.39,人工智能,女,66.62,62.79,98.0
24.64,大数据管理,女,88.89,81.24,64.0
5.0,电子商务,男,56.36,58.7,90.0
23.01,财务管理,男,68.48,63.59,63.0
27.48,人工智能,女,68.32,66.46,92.0
18.25,大数据管理,男,68.53,82.5,90.0
5.0,工商管理,男,92.4,72.87,68.0
34.72,财务管理,男,84.28,73.25,69.0
10.2,财务管理,女,69.95,51.39,69.0
20.58,工商管理,男,73.28,64.24,64.0
20.75,财务管理,女,81.5,80.75,64.0
12.93,人工智能,女,81.06,77.0,94.0
25.16,电子商务,女,59.44,76.16,75.0
16.03,财务管理,女,82.45,65.84,97.0
17.57,大数据管理,男,62.2,64.49,77.0
23.6,电子商务,男,75.28,81.66,67.0
27.91,人工智能,男,65.37,78.98,74.0
29.68,电子商务,男,90.37,88.24,95.0
9.04,电子商务,男,84.4,92.32,71.0
22.21,财务管理,女,66.68,72.44,79.0
24.94,财务管理,女,100.0,96.6,83.0
18.92,电子商务,男,69.99,66.97,61.0
13.18,人工智能,女,74.36,58.34,63.0
15.94,工商管理,女,76.94,67.02,91.0
5.04,工商管理,女,73.92,70.33,99.0
25.04,工商管理,男,88.76,80.38,73.0
30.71,工商管理,女,100.0,81.17,88.0
5.0,大数据管理,男,19.53,28.88,78.0
19.66,电子商务,女,76.79,69.31,67.0
20.26,工商管理,男,72.15,75.87,72.0
24.93,财务管理,男,70.83,70.01,72.0
17.62,财务管理,男,64.07,64.01,87.0
29.82,电子商务,女,93.45,75.52,63.0
32.01,大数据管理,女,100.0,92.62,84.0
15.61,财务管理,男,87.77,84.18,72.0
15.04,大数据管理,女,42.22,51.3,68.0
22.36,工商管理,男,65.84,57.4,79.0
19.91,财务管理,男,100.0,75.0,70.0
21.55,人工智能,男,84.92,82.39,65.0
14.53,电子商务,女,97.96,75.99,69.0
23.61,财务管理,女,80.09,73.36,76.0
40.0,电子商务,男,100.0,94.56,92.0
32.08,大数据管理,女,63.15,72.74,62.0
27.43,大数据管理,女,71.7,70.79,80.0
22.05,工商管理,女,90.13,80.05,87.0
26.07,电子商务,女,92.38,75.61,64.0
5.0,人工智能,男,76.5,75.29,85.0
11.07,财务管理,女,69.53,65.37,90.0
28.13,财务管理,男,89.28,88.42,70.0
26.73,电子商务,女,72.44,66.78,100.0
12.53,财务管理,女,93.84,94.86,88.0
24.39,人工智能,女,86.04,86.65,68.0
21.65,人工智能,男,69.28,53.57,70.0
8.97,电子商务,女,65.73,57.36,91.0
32.57,电子商务,男,57.31,73.48,84.0
33.68,电子商务,男,78.53,71.61,84.0
25.17,工商管理,女,65.96,72.26,90.0
21.46,大数据管理,男,78.68,79.2,74.0
13.52,人工智能,男,92.03,74.12,62.0
24.18,工商管理,男,97.88,85.05,62.0
26.5,电子商务,男,47.2,53.39,66.0
15.49,人工智能,女,87.02,62.02,88.0
21.48,工商管理,男,71.98,77.39,66.0
25.37,电子商务,男,48.11,67.64,70.0
19.55,工商管理,女,52.83,77.83,66.0
33.11,电子商务,女,66.41,59.14,65.0
21.27,电子商务,男,58.77,69.24,75.0
6.58,大数据管理,男,88.24,63.24,72.0
11.05,工商管理,男,71.91,84.48,89.0
20.78,财务管理,女,98.41,88.01,78.0
22.97,人工智能,男,77.53,63.18,62.0
7.81,财务管理,男,80.49,77.03,88.0
11.84,人工智能,男,62.13,58.67,96.0
16.95,电子商务,男,74.81,77.44,96.0
26.38,财务管理,女,50.14,61.21,64.0
30.58,电子商务,男,66.04,83.24,77.0
20.47,财务管理,男,70.5,81.37,65.0
8.62,工商管理,女,94.43,69.43,64.0
28.09,大数据管理,女,67.28,81.56,94.0
27.31,大数据管理,女,55.68,68.03,76.0
14.83,电子商务,男,73.82,55.54,73.0
23.77,人工智能,男,54.34,55.97,61.0
25.67,人工智能,女,68.95,92.96,91.0
33.52,电子商务,男,79.51,81.64,79.0
16.86,工商管理,女,95.37,86.75,74.0
18.32,大数据管理,女,76.02,66.7,66.0
20.91,大数据管理,女,92.17,79.55,93.0
36.99,人工智能,女,78.61,85.09,83.0
29.03,财务管理,女,82.87,80.2,83.0
18.63,电子商务,男,71.69,60.06,84.0
23.4,工商管理,女,80.63,64.65,60.0
16.11,人工智能,男,61.15,70.34,96.0
19.98,大数据管理,女,61.82,66.59,98.0
22.46,财务管理,男,99.48,88.47,83.0
11.02,电子商务,女,81.73,70.9,71.0
15.8,工商管理,女,81.06,78.16,83.0
26.29,财务管理,女,62.0,78.07,80.0
23.66,大数据管理,女,72.43,63.94,81.0
22.23,人工智能,女,87.2,83.39,73.0
10.14,工商管理,女,67.98,71.31,93.0
20.8,财务管理,男,82.4,85.78,92.0
7.26,电子商务,女,77.45,52.45,61.0
19.29,人工智能,女,83.59,75.09,63.0
24.02,大数据管理,女,77.26,89.34,84.0
28.44,人工智能,女,85.43,83.0,84.0
20.45,财务管理,男,100.0,86.8,80.0
31.71,电子商务,男,94.28,92.88,70.0
27.9,工商管理,男,62.33,58.14,63.0
11.3,人工智能,女,84.0,92.67,98.0
16.08,大数据管理,女,78.31,78.77,88.0
8.19,工商管理,女,99.54,83.42,68.0
14.78,工商管理,女,72.77,56.8,87.0
22.86,大数据管理,女,57.63,68.71,76.0
29.46,人工智能,男,81.25,80.14,71.0
25.24,工商管理,男,96.43,94.02,69.0
36.28,电子商务,女,80.36,81.05,93.0
29.86,人工智能,男,100.0,79.29,61.0
8.86,财务管理,女,100.0,75.0,81.0
21.43,人工智能,男,76.85,69.58,91.0
21.81,财务管理,男,87.86,68.51,70.0
13.98,财务管理,男,67.39,76.94,70.0
28.92,电子商务,男,69.24,84.52,83.0
34.34,财务管理,男,69.34,78.38,99.0
13.79,财务管理,男,68.11,63.43,80.0
5.0,财务管理,女,63.08,42.87,98.0
14.99,工商管理,女,54.21,63.69,69.0
25.17,电子商务,男,75.5,87.95,85.0
17.66,工商管理,男,57.03,57.87,84.0
13.82,大数据管理,男,88.73,71.75,68.0
16.4,人工智能,女,68.51,68.55,71.0
24.1,工商管理,男,76.73,85.61,69.0
17.68,大数据管理,男,89.21,83.17,99.0
8.61,电子商务,男,61.72,60.04,71.0
18.09,财务管理,男,79.16,74.38,63.0
21.53,工商管理,男,76.59,64.88,93.0
23.71,工商管理,女,70.08,60.52,72.0
16.86,大数据管理,女,70.06,65.3,95.0
18.88,工商管理,男,74.13,81.17,77.0
19.63,工商管理,女,100.0,82.08,72.0
19.91,财务管理,男,46.92,55.22,84.0
12.41,电子商务,男,79.31,63.63,68.0
40.0,人工智能,女,86.15,89.74,84.0
24.34,电子商务,男,74.78,89.89,96.0
20.47,电子商务,男,73.13,71.67,99.0
22.31,大数据管理,男,82.91,69.45,61.0
24.84,财务管理,女,94.13,85.28,82.0
13.43,电子商务,女,89.27,89.36,75.0
14.45,工商管理,女,81.08,69.16,84.0
11.76,大数据管理,男,82.56,63.68,91.0
19.89,工商管理,女,85.53,76.19,87.0
12.14,大数据管理,女,79.2,69.74,63.0
21.75,财务管理,女,60.99,71.71,85.0
15.85,人工智能,男,89.23,85.62,72.0
6.24,大数据管理,女,76.77,55.53,76.0
31.98,工商管理,女,59.27,64.9,79.0
12.79,电子商务,女,70.14,64.51,82.0
14.3,财务管理,男,61.47,69.67,82.0
14.42,大数据管理,男,86.27,62.85,74.0
26.62,财务管理,男,64.67,63.67,67.0
24.09,人工智能,女,62.75,65.16,92.0
37.7,大数据管理,男,62.38,81.24,99.0
15.63,财务管理,女,55.13,62.31,76.0
14.12,大数据管理,女,71.54,73.06,75.0
23.33,工商管理,男,65.97,77.57,74.0
22.15,工商管理,女,79.36,69.81,60.0
12.75,人工智能,男,71.76,59.88,93.0
20.68,工商管理,女,77.44,64.85,74.0
31.84,电子商务,男,68.88,59.46,64.0
26.22,财务管理,男,59.92,65.41,88.0
34.85,工商管理,女,55.7,65.51,73.0
27.84,财务管理,男,90.26,86.87,70.0
25.28,电子商务,女,99.42,85.01,76.0
15.14,工商管理,女,96.02,74.77,75.0
19.59,工商管理,女,81.39,71.76,62.0
23.36,工商管理,女,91.65,73.29,68.0
24.21,工商管理,女,100.0,96.14,77.0
9.87,电子商务,女,81.18,63.46,84.0
14.24,财务管理,女,67.3,58.22,86.0
16.83,财务管理,女,85.99,83.67,70.0
18.93,大数据管理,男,88.89,83.72,80.0
23.31,电子商务,女,74.55,61.3,92.0
28.73,人工智能,女,100.0,97.02,92.0
28.51,电子商务,女,94.92,78.04,69.0
25.98,电子商务,女,73.38,74.29,97.0
22.46,财务管理,男,73.66,75.38,82.0
29.06,工商管理,女,64.22,75.47,67.0
25.81,财务管理,女,69.18,73.99,64.0
21.29,财务管理,女,61.84,64.69,66.0
14.3,财务管理,女,84.66,72.16,96.0
23.11,大数据管理,男,53.12,67.41,80.0
17.52,大数据管理,男,72.06,67.24,69.0
12.68,人工智能,男,75.78,85.43,88.0
17.52,工商管理,男,71.16,72.4,82.0
5.0,电子商务,男,78.18,54.82,67.0
10.76,财务管理,女,65.28,54.48,68.0
21.53,财务管理,女,57.52,63.3,80.0
24.01,工商管理,男,86.89,93.53,90.0
22.02,财务管理,男,58.53,74.7,61.0
18.11,电子商务,男,89.19,74.33,66.0
27.81,财务管理,男,81.14,73.13,89.0
6.57,大数据管理,女,82.13,57.13,71.0
12.1,财务管理,男,75.9,72.76,98.0
17.34,大数据管理,男,86.53,94.8,61.0
5.0,人工智能,男,50.62,57.7,68.0
11.6,人工智能,男,88.5,63.5,74.0
20.47,大数据管理,女,48.54,52.75,74.0
16.49,人工智能,男,85.3,70.51,88.0
31.47,电子商务,女,46.37,61.5,97.0
19.73,工商管理,男,60.08,58.61,66.0
23.14,人工智能,女,84.33,82.99,82.0
12.41,工商管理,女,84.29,78.84,90.0
30.21,工商管理,男,77.42,83.89,64.0
21.58,电子商务,男,57.35,65.41,62.0
25.54,人工智能,男,55.62,51.48,70.0
25.56,电子商务,女,71.76,68.5,94.0
27.53,工商管理,女,83.02,76.38,67.0
9.82,人工智能,女,80.06,70.61,86.0
32.92,工商管理,男,85.51,89.7,75.0
15.71,人工智能,女,88.1,78.5,90.0
19.91,大数据管理,男,77.04,72.23,65.0
12.96,工商管理,女,56.28,65.56,94.0
17.14,大数据管理,男,73.18,65.22,68.0
17.29,财务管理,男,39.74,51.99,61.0
20.98,工商管理,女,80.07,83.04,67.0
26.44,大数据管理,男,60.74,69.65,79.0
37.66,电子商务,男,48.39,63.99,62.0
14.35,人工智能,女,82.3,71.95,75.0
24.47,大数据管理,女,74.57,85.94,87.0
30.76,人工智能,女,83.1,73.43,89.0
20.97,大数据管理,女,48.71,73.71,92.0
30.37,人工智能,女,86.2,73.28,64.0
25.59,财务管理,男,55.09,59.66,82.0
25.98,人工智能,男,45.68,66.18,80.0
14.75,大数据管理,女,73.28,78.73,84.0
14.32,人工智能,女,80.71,57.57,64.0
20.25,财务管理,男,67.95,59.43,89.0
10.12,工商管理,男,64.98,67.08,88.0
12.5,人工智能,女,84.9,95.76,89.0
17.26,人工智能,男,100.0,92.7,60.0
17.94,电子商务,男,75.47,68.84,75.0
11.96,财务管理,男,48.61,38.26,95.0
16.98,电子商务,男,64.3,66.23,80.0
21.75,财务管理,女,74.03,77.23,79.0
27.55,电子商务,女,74.99,73.08,79.0
29.02,电子商务,男,72.78,68.7,61.0
14.92,财务管理,女,84.24,77.33,79.0
34.93,电子商务,男,83.72,77.59,85.0
27.24,电子商务,男,65.54,85.61,94.0
11.81,大数据管理,男,61.67,71.99,68.0
23.58,电子商务,女,58.47,74.5,92.0
14.95,电子商务,女,84.44,72.61,63.0
7.82,工商管理,男,42.57,44.41,91.0
24.95,人工智能,女,71.01,72.36,68.0
31.61,电子商务,男,65.06,88.38,93.0
18.9,大数据管理,女,68.82,77.2,81.0
5.0,财务管理,女,96.34,78.19,90.0
26.56,大数据管理,女,73.68,80.24,63.0
23.46,人工智能,女,96.57,93.3,95.0
40.0,工商管理,女,88.46,86.54,62.0
19.53,人工智能,男,71.83,80.94,96.0
19.46,大数据管理,女,71.55,76.17,88.0
28.43,大数据管理,男,48.12,66.43,72.0
28.45,工商管理,女,76.17,80.74,84.0
29.02,工商管理,女,83.53,77.31,66.0
16.99,工商管理,男,69.61,65.94,96.0
19.09,人工智能,男,88.16,73.98,88.0
22.39,工商管理,女,100.0,75.0,64.0
16.25,工商管理,男,81.24,64.4,82.0
34.06,电子商务,女,99.27,83.9,65.0
26.28,电子商务,女,66.23,67.68,81.0
16.66,财务管理,男,55.18,75.98,84.0
9.37,财务管理,女,95.67,75.2,62.0
29.3,电子商务,男,100.0,88.28,74.0
5.85,人工智能,女,100.0,82.22,97.0
36.5,财务管理,男,93.34,100.0,91.0
13.82,人工智能,男,98.74,73.81,78.0
37.08,工商管理,女,80.1,81.96,82.0
16.11,工商管理,女,83.08,76.69,97.0
14.44,电子商务,男,69.99,75.94,67.0
25.1,财务管理,女,71.55,83.64,74.0
20.24,人工智能,男,83.16,81.67,80.0
35.88,工商管理,男,84.42,91.85,82.0
19.12,工商管理,女,67.64,71.13,89.0
16.84,财务管理,男,49.92,56.32,72.0
16.61,人工智能,男,100.0,95.69,99.0
24.48,大数据管理,男,76.14,80.24,76.0
5.0,工商管理,女,59.89,51.49,88.0
33.63,人工智能,女,93.69,94.47,69.0
19.23,大数据管理,男,77.65,76.32,99.0
38.49,工商管理,女,73.78,78.21,66.0
32.63,电子商务,男,69.23,81.24,68.0
7.03,电子商务,女,86.36,67.01,63.0
13.88,财务管理,女,45.35,53.23,63.0
15.81,人工智能,女,93.95,82.45,68.0
15.73,财务管理,女,73.88,64.5,81.0
12.07,电子商务,男,68.8,72.01,100.0
24.07,大数据管理,女,55.34,79.17,97.0
26.85,电子商务,女,49.1,52.83,67.0
18.92,工商管理,女,40.04,56.29,72.0
22.56,电子商务,男,67.09,61.63,79.0
27.36,大数据管理,男,64.25,75.46,65.0
23.43,人工智能,女,64.95,75.81,63.0
23.77,财务管理,男,66.56,66.22,73.0
21.16,财务管理,男,83.28,98.09,94.0
20.66,电子商务,女,66.8,79.34,81.0
19.9,电子商务,女,81.78,81.4,92.0
21.74,大数据管理,女,100.0,86.73,66.0
25.89,大数据管理,女,50.92,70.28,79.0
26.28,工商管理,女,91.52,76.75,95.0
24.29,大数据管理,男,70.78,75.0,74.0
21.87,电子商务,女,84.37,77.56,65.0
5.0,财务管理,男,70.97,57.41,73.0
6.47,电子商务,男,68.84,70.22,90.0
15.83,工商管理,男,82.38,86.19,84.0
16.96,电子商务,女,87.04,74.78,92.0
18.57,人工智能,男,63.45,67.8,97.0
8.13,人工智能,女,62.59,50.87,69.0
33.08,大数据管理,女,81.52,70.65,91.0
9.6,电子商务,男,75.34,74.69,97.0
20.18,大数据管理,女,81.01,76.26,93.0
12.95,大数据管理,女,52.84,57.64,79.0
8.29,财务管理,女,78.83,56.3,65.0
20.48,大数据管理,女,81.14,73.83,88.0
30.49,工商管理,男,87.22,86.81,61.0
25.47,电子商务,男,76.8,77.14,99.0
14.06,财务管理,女,82.4,71.22,82.0
21.23,电子商务,女,76.29,77.44,92.0
14.16,人工智能,女,66.46,56.98,84.0
24.21,人工智能,女,85.23,85.56,80.0
20.38,电子商务,男,74.76,62.68,71.0
26.08,财务管理,女,63.98,62.57,86.0
